Flop,Hand,Weight OOP,OOP Equity,OOP EV,OOP EQR
3s 3h 3d,Ah9h,0.781,60.39,21.7308,65.4229
3s 3h 3d,AhTh,0.639,61.78,25.2063,74.1835
3s 3h 3d,AhJh,0.670,63.61,29.723,84.9574
3s 3h 3d,Ah4s,0.517,57.44,13.844,43.8219
3s 3h 3d,Ah5s,0.710,57.61,14.2631,45.0115
3s 3h 3d,Ah6s,0.551,57.50,14.6712,46.3948
3s 3h 3d,Ah7s,0.857,57.91,15.6008,48.9819
3s 3h 3d,Ah8s,0.886,58.59,17.5949,54.5967
3s 3h 3d,Ah9s,0.796,59.67,20.3058,61.8727
3s 3h 3d,AhTs,0.706,61.13,23.9011,71.0897
3s 3h 3d,AhJs,0.315,63.07,28.6602,82.6184
3s 3h 3d,AhQs,0.434,65.58,34.8696,96.6785
3s 3h 3d,2s2c,1.000,59.81,19.734,59.9871
3s 3h 3d,2s2d,1.000,59.81,19.6887,59.8484
3s 3h 3d,2s2h,1.000,59.81,19.6887,59.8484
3s 3h 3d,4s4c,1.000,63.33,40.5272,116.357
3s 3h 3d,4s4d,1.000,63.33,40.6729,116.773
3s 3h 3d,4s4h,1.000,63.33,40.6728,116.772
3s 3h 3d,4s2s,0.477,26.22,0.02633,0.18259
3s 3h 3d,5s5c,0.991,65.04,45.0223,125.858
3s 3h 3d,5s5d,0.991,65.04,45.1603,126.241
3s 3h 3d,5s5h,0.991,65.04,45.1604,126.241
3s 3h 3d,5s2s,0.706,26.31,0.02641,0.1825
3s 3h 3d,5s4s,0.745,27.61,0.02393,0.15759
3s 3h 3d,6s6c,0.930,67.00,51.0525,138.542
3s 3h 3d,6s6d,0.930,67.00,51.2653,139.117
3s 3h 3d,6s6h,0.930,67.00,51.2653,139.117
3s 3h 3d,6s4s,0.789,26.94,0.0224,0.15122
3s 3h 3d,6s5s,0.740,27.06,0.03242,0.21786
3s 3h 3d,7s6c,0.123,24.10,0.01355,0.10225
3s 3h 3d,7s7c,0.826,69.14,59.273,155.868
3s 3h 3d,7s6d,0.123,24.11,0.01603,0.12083
3s 3h 3d,7s7d,0.826,69.14,59.3496,156.068
3s 3h 3d,7s6h,0.123,24.11,0.01604,0.12091
3s 3h 3d,7s7h,0.826,69.14,59.3493,156.068
3s 3h 3d,7s4s,0.792,26.14,0.02224,0.15465
3s 3h 3d,7s5s,0.736,26.28,0.01003,0.06941
3s 3h 3d,7s6s,0.672,26.39,0.18277,1.25944
3s 3h 3d,8s7c,0.283,23.54,0.01107,0.08551
3s 3h 3d,8s8c,0.763,71.61,70.811,179.782
3s 3h 3d,8s7d,0.283,23.55,0.01073,0.08286
3s 3h 3d,8s8d,0.763,71.61,70.8372,179.849
3s 3h 3d,8s7h,0.283,23.55,0.01076,0.08309
3s 3h 3d,8s8h,0.763,71.61,70.8372,179.848
3s 3h 3d,8s4s,0.075,25.44,0.01966,0.14052
3s 3h 3d,8s5s,0.744,25.52,0.01759,0.12531
3s 3h 3d,8s6s,0.746,25.66,0.00954,0.06762
3s 3h 3d,8s7s,0.680,25.87,0.45458,3.19446
3s 3h 3d,9s8c,0.259,24.46,0.01132,0.08413
3s 3h 3d,9s9c,0.351,74.69,90.4973,220.289
3s 3h 3d,9s8d,0.259,24.47,0.00992,0.07368
3s 3h 3d,9s9d,0.351,74.69,90.5378,220.387
3s 3h 3d,9s8h,0.259,24.47,0.00998,0.07411
3s 3h 3d,9s9h,0.351,74.69,90.5395,220.392
3s 3h 3d,9s5s,0.211,26.36,0.02387,0.16463
3s 3h 3d,9s6s,0.709,26.50,0.01869,0.12822
3s 3h 3d,9s7s,0.709,26.73,0.44261,3.01092
3s 3h 3d,9s8s,0.558,26.78,0.81303,5.52022
3s 3h 3d,Ts8c,0.357,26.74,0.10644,0.72373
3s 3h 3d,Ts9c,0.809,27.18,0.00215,0.01435
3s 3h 3d,Ts8d,0.357,26.77,0.0497,0.3376
3s 3h 3d,Ts9d,0.809,27.20,0.00799,0.05337
3s 3h 3d,Ts8h,0.357,26.77,0.04974,0.33787
3s 3h 3d,Ts9h,0.809,27.20,0.00797,0.05324
3s 3h 3d,Ts2s,0.114,28.21,0.02218,0.14297
3s 3h 3d,Ts4s,0.238,28.42,0.02309,0.14776
3s 3h 3d,Ts5s,0.262,28.49,0.03822,0.24398
3s 3h 3d,Ts6s,0.622,28.62,0.22131,1.40586
3s 3h 3d,Ts7s,0.594,28.85,0.73017,4.6023
3s 3h 3d,Ts8s,0.483,28.96,0.96523,6.06058
3s 3h 3d,Ts9s,0.262,29.38,1.01051,6.25316
3s 3h 3d,Js8c,0.091,30.92,0.50386,2.96312
3s 3h 3d,Js9c,0.827,31.37,0.0349,0.20223
3s 3h 3d,JsTc,0.760,32.33,0.29262,1.6456
3s 3h 3d,Js8d,0.091,30.95,0.43949,2.58179
3s 3h 3d,Js9d,0.827,31.41,0.0176,0.10191
3s 3h 3d,JsTd,0.760,32.37,0.23128,1.29922
3s 3h 3d,Js8h,0.091,30.95,0.43943,2.58148
3s 3h 3d,Js9h,0.827,31.41,0.01747,0.10115
3s 3h 3d,JsTh,0.760,32.37,0.23118,1.29867
3s 3h 3d,Js2s,0.550,32.16,0.02604,0.14721
3s 3h 3d,Js4s,0.662,32.42,0.05436,0.3049
3s 3h 3d,Js5s,0.792,32.50,0.21396,1.1971
3s 3h 3d,Js6s,0.798,32.61,0.50312,2.80553
3s 3h 3d,Js7s,0.620,32.84,1.0556,5.84389
3s 3h 3d,Js8s,0.609,32.97,1.38394,7.63166
3s 3h 3d,Js9s,0.441,33.40,1.13573,6.1826
3s 3h 3d,JsTs,0.419,34.31,1.47075,7.79284
3s 3h 3d,Qs9c,0.824,37.40,1.15567,5.61872
3s 3h 3d,QsTc,0.766,38.36,1.55154,7.35301
3s 3h 3d,QsJc,0.818,39.76,2.10022,9.6031
3s 3h 3d,Qs9d,0.824,37.44,1.13508,5.51261
3s 3h 3d,QsTd,0.766,38.41,1.50894,7.14315
3s 3h 3d,QsJd,0.818,39.82,2.03441,9.2898
3s 3h 3d,Qs9h,0.824,37.44,1.13493,5.51189
3s 3h 3d,QsTh,0.766,38.41,1.50801,7.13876
3s 3h 3d,QsJh,0.818,39.82,2.03441,9.28982
3s 3h 3d,Qs2s,0.834,37.82,0.28131,1.35231
3s 3h 3d,Qs4s,0.813,38.10,1.18548,5.65669
3s 3h 3d,Qs5s,0.814,38.18,1.39491,6.64231
3s 3h 3d,Qs6s,0.781,38.31,1.78169,8.45478
3s 3h 3d,Qs7s,0.835,38.56,2.32168,10.9467
3s 3h 3d,Qs8s,0.699,38.73,2.86354,13.4421
3s 3h 3d,Qs9s,0.495,39.16,2.61484,12.1393
3s 3h 3d,QsTs,0.461,40.09,3.32615,15.0845
3s 3h 3d,QsJs,0.496,41.42,4.10375,18.013
3s 3h 3d,Ks7c,0.067,44.87,5.09951,20.6628
3s 3h 3d,Ks8c,0.405,45.18,5.65174,22.7454
3s 3h 3d,Ks9c,0.810,45.79,5.72972,22.7486
3s 3h 3d,KsTc,0.674,46.86,6.81659,26.4502
3s 3h 3d,KsJc,0.712,48.35,8.1639,30.7007
3s 3h 3d,KsQc,0.486,50.43,12.2661,44.222
3s 3h 3d,Ks7d,0.067,44.93,5.06263,20.4883
3s 3h 3d,Ks8d,0.405,45.23,5.60943,22.5504
3s 3h 3d,Ks9d,0.810,45.84,5.71548,22.6678
3s 3h 3d,KsTd,0.674,46.91,6.7716,26.2469
3s 3h 3d,KsJd,0.712,48.41,8.1003,30.4227
3s 3h 3d,KsQd,0.486,50.40,11.622,41.9297
3s 3h 3d,Ks7h,0.067,44.93,5.0627,20.4886
3s 3h 3d,Ks8h,0.405,45.23,5.60951,22.5508
3s 3h 3d,Ks9h,0.810,45.84,5.71533,22.6672
3s 3h 3d,KsTh,0.674,46.91,6.77157,26.2468
3s 3h 3d,KsJh,0.712,48.41,8.10027,30.4225
3s 3h 3d,KsQh,0.486,50.40,11.6218,41.9289
3s 3h 3d,Ks2s,0.802,45.43,3.87015,15.4874
3s 3h 3d,Ks4s,0.846,45.76,4.72759,18.7832
3s 3h 3d,Ks5s,0.802,45.87,5.13742,20.3626
3s 3h 3d,Ks6s,0.739,46.04,5.85744,23.131
3s 3h 3d,Ks7s,0.762,46.30,6.48809,25.4802
3s 3h 3d,Ks8s,0.755,46.60,7.19339,28.0689
3s 3h 3d,Ks9s,0.592,47.20,7.574,29.1776
3s 3h 3d,KsTs,0.547,48.21,8.7945,33.1657
3s 3h 3d,KsJs,0.535,49.63,10.1934,37.3428
3s 3h 3d,KsQs,0.215,51.50,13.6434,48.1639
3s 3h 3d,As3c,0.192,99.98,303.401,551.729
3s 3h 3d,As4c,0.517,57.41,13.8991,44.0178
3s 3h 3d,As5c,0.710,57.57,14.3107,45.1966
3s 3h 3d,As6c,0.551,57.43,14.7304,46.6335
3s 3h 3d,As7c,0.857,57.85,15.5572,48.899
3s 3h 3d,As8c,0.886,58.54,17.6011,54.6707
3s 3h 3d,As9c,0.796,59.61,20.2947,61.8994
3s 3h 3d,AsTc,0.706,61.07,23.8931,71.136
3s 3h 3d,AsJc,0.315,63.00,28.7284,82.9086
3s 3h 3d,AsQc,0.434,65.64,35.7535,99.0357
3s 3h 3d,As4d,0.517,57.44,13.8468,43.8308
3s 3h 3d,As5d,0.710,57.61,14.2645,45.016
3s 3h 3d,As6d,0.551,57.50,14.6721,46.3976
3s 3h 3d,As7d,0.857,57.91,15.6029,48.9884
3s 3h 3d,As8d,0.886,58.59,17.5994,54.6109
3s 3h 3d,As9d,0.796,59.67,20.3081,61.8797
3s 3h 3d,AsTd,0.706,61.13,23.9002,71.0869
3s 3h 3d,AsJd,0.315,63.07,28.6598,82.6174
3s 3h 3d,AsQd,0.434,65.58,34.8654,96.6668
3s 3h 3d,As4h,0.517,57.44,13.8468,43.8307
3s 3h 3d,As5h,0.710,57.61,14.265,45.0177
3s 3h 3d,As6h,0.551,57.50,14.6721,46.3975
3s 3h 3d,As7h,0.857,57.91,15.6024,48.987
3s 3h 3d,As8h,0.886,58.59,17.5993,54.6105
3s 3h 3d,As9h,0.796,59.67,20.3087,61.8816
3s 3h 3d,AsTh,0.706,61.13,23.9022,71.0928
3s 3h 3d,AsJh,0.315,63.07,28.6595,82.6166
3s 3h 3d,AsQh,0.434,65.58,34.8659,96.6683
3s 3h 3d,As2s,0.698,57.83,14.5993,45.8974
3s 3h 3d,As4s,0.638,58.24,15.4676,48.2864
3s 3h 3d,As5s,0.564,58.41,15.8981,49.4899
3s 3h 3d,As6s,0.686,58.28,16.1038,50.2386
3s 3h 3d,As7s,0.657,58.68,17.0775,52.9128
3s 3h 3d,As8s,0.722,59.35,19.0712,58.4204
3s 3h 3d,As9s,0.781,60.39,21.7327,65.4288
3s 3h 3d,AsTs,0.639,61.78,25.2043,74.1775
3s 3h 3d,AsJs,0.670,63.61,29.7222,84.9553
4c 3h 3c,5c2c,0.706,60.12,59.4009,179.633
4c 3h 3c,6c5c,0.740,62.48,65.0772,189.385
4c 3h 3c,7c5c,0.736,55.24,46.3509,152.555
4c 3h 3c,7c6c,0.672,55.00,46.4284,153.489
4c 3h 3c,7c6d,0.123,34.26,19.2394,102.112
4c 3h 3c,7c6h,0.123,34.36,19.4638,103.002
4c 3h 3c,7c6s,0.123,34.26,19.2393,102.112
4c 3h 3c,8c5c,0.744,48.38,30.4213,114.335
4c 3h 3c,8c6c,0.746,48.09,30.2718,114.461
4c 3h 3c,8c7c,0.680,47.50,29.4587,112.75
4c 3h 3c,8c7d,0.283,23.15,5.68661,44.6592
4c 3h 3c,8c7h,0.283,23.25,5.84679,45.7249
4c 3h 3c,8c7s,0.283,23.15,5.68661,44.6592
4c 3h 3c,9c5c,0.211,49.00,31.0064,115.05
4c 3h 3c,9c6c,0.709,48.67,30.5054,113.963
4c 3h 3c,9c7c,0.709,48.09,29.7026,112.292
4c 3h 3c,9c8c,0.558,47.42,29.0116,111.24
4c 3h 3c,9c8d,0.259,22.94,4.74519,37.611
4c 3h 3c,9c8h,0.259,23.04,4.93203,38.913
4c 3h 3c,9c8s,0.259,22.94,4.74519,37.611
4c 3h 3c,Tc2c,0.114,48.62,29.7942,111.413
4c 3h 3c,Tc5c,0.262,50.58,32.2973,116.091
4c 3h 3c,Tc6c,0.622,50.25,31.6328,114.467
4c 3h 3c,Tc7c,0.594,49.70,30.8381,112.817
4c 3h 3c,Tc8c,0.483,49.14,30.1844,111.673
4c 3h 3c,Tc9c,0.262,49.65,30.2453,110.754
4c 3h 3c,Tc8d,0.357,25.31,5.00565,35.9579
4c 3h 3c,Tc9d,0.809,26.18,4.6523,32.3128
4c 3h 3c,Tc8h,0.357,25.42,5.20102,37.196
4c 3h 3c,Tc9h,0.809,26.29,4.80725,33.2454
4c 3h 3c,Tc8s,0.357,25.31,5.00565,35.9579
4c 3h 3c,Tc9s,0.809,26.18,4.65231,32.3128
4c 3h 3c,Jc2c,0.550,51.54,31.3565,110.609
4c 3h 3c,Jc5c,0.792,53.38,33.7833,115.064
4c 3h 3c,Jc6c,0.798,53.13,33.2252,113.706
4c 3h 3c,Jc7c,0.620,52.65,32.5007,112.226
4c 3h 3c,Jc8c,0.609,52.13,31.8449,111.063
4c 3h 3c,Jc9c,0.441,52.62,31.9366,110.36
4c 3h 3c,JcTc,0.419,53.58,32.4796,110.214
4c 3h 3c,Jc8d,0.091,29.44,5.70696,35.2501
4c 3h 3c,Jc9d,0.827,30.25,5.05693,30.3939
4c 3h 3c,JcTd,0.760,31.71,5.38646,30.8878
4c 3h 3c,Jc8h,0.091,29.56,5.87379,36.1336
4c 3h 3c,Jc9h,0.827,30.37,5.22782,31.2966
4c 3h 3c,JcTh,0.760,31.83,5.52833,31.5795
4c 3h 3c,Jc8s,0.091,29.44,5.70696,35.2501
4c 3h 3c,Jc9s,0.827,30.25,5.05693,30.394
4c 3h 3c,JcTs,0.760,31.71,5.38646,30.8877
4c 3h 3c,Qc2c,0.834,55.44,34.9053,114.472
4c 3h 3c,Qc5c,0.814,57.12,37.2363,118.522
4c 3h 3c,Qc6c,0.781,56.99,36.6884,117.055
4c 3h 3c,Qc7c,0.835,56.60,35.9318,115.427
4c 3h 3c,Qc8c,0.699,56.15,35.2031,113.99
4c 3h 3c,Qc9c,0.495,56.66,35.6537,114.412
4c 3h 3c,QcTc,0.461,57.63,36.6465,115.615
4c 3h 3c,QcJc,0.496,58.73,37.5611,116.276
4c 3h 3c,Qc9d,0.824,35.79,6.40252,32.5265
4c 3h 3c,QcTd,0.766,37.25,6.91475,33.7486
4c 3h 3c,QcJd,0.818,38.92,7.79304,36.4052
4c 3h 3c,Qc9h,0.824,35.92,6.57389,33.2783
4c 3h 3c,QcTh,0.766,37.38,7.08441,34.4566
4c 3h 3c,QcJh,0.818,39.06,7.91309,36.8377
4c 3h 3c,Qc9s,0.824,35.79,6.40252,32.5265
4c 3h 3c,QcTs,0.766,37.25,6.91475,33.7486
4c 3h 3c,QcJs,0.818,38.92,7.79305,36.4053
4c 3h 3c,Kc2c,0.802,60.53,41.3388,124.164
4c 3h 3c,Kc5c,0.802,62.06,43.5398,127.562
4c 3h 3c,Kc6c,0.739,62.08,42.9577,125.817
4c 3h 3c,Kc7c,0.762,61.81,42.2987,124.425
4c 3h 3c,Kc8c,0.755,61.69,41.7139,122.94
4c 3h 3c,Kc9c,0.592,62.47,42.7865,124.527
4c 3h 3c,KcTc,0.547,63.50,44.0441,126.111
4c 3h 3c,KcJc,0.535,64.63,45.1947,127.142
4c 3h 3c,KcQc,0.215,65.82,47.5808,131.443
4c 3h 3c,Kc7d,0.067,42.98,11.0326,46.6714
4c 3h 3c,Kc8d,0.405,42.73,9.75426,41.501
4c 3h 3c,Kc9d,0.810,43.93,9.8163,40.6297
4c 3h 3c,KcTd,0.674,45.48,10.9272,43.6882
4c 3h 3c,KcJd,0.712,47.20,12.4291,47.8823
4c 3h 3c,KcQd,0.486,49.07,15.1193,56.0208
4c 3h 3c,Kc7h,0.067,43.11,11.2635,47.5009
4c 3h 3c,Kc8h,0.405,42.87,9.96511,42.2642
4c 3h 3c,Kc9h,0.810,44.06,10.0106,41.306
4c 3h 3c,KcTh,0.674,45.61,11.1408,44.4073
4c 3h 3c,KcJh,0.712,47.34,12.6663,48.6473
4c 3h 3c,KcQh,0.486,49.12,15.1139,55.9392
4c 3h 3c,Kc7s,0.067,42.98,11.0326,46.6714
4c 3h 3c,Kc8s,0.405,42.73,9.75426,41.501
4c 3h 3c,Kc9s,0.810,43.93,9.8163,40.6298
4c 3h 3c,KcTs,0.674,45.48,10.9272,43.6882
4c 3h 3c,KcJs,0.712,47.20,12.4291,47.8824
4c 3h 3c,KcQs,0.486,49.07,15.1193,56.0208
4c 3h 3c,Ac2c,0.698,72.58,66.8389,167.435
4c 3h 3c,Ac5c,0.564,73.74,67.4825,166.396
4c 3h 3c,Ac6c,0.686,70.22,55.3914,143.421
4c 3h 3c,Ac7c,0.657,70.68,55.6073,143.046
4c 3h 3c,Ac8c,0.722,71.11,55.568,142.074
4c 3h 3c,Ac9c,0.781,72.22,57.2356,144.094
4c 3h 3c,AcTc,0.639,73.41,59.0287,146.204
4c 3h 3c,AcJc,0.670,74.63,60.7446,147.982
4c 3h 3c,Ac3d,0.192,93.75,131.781,255.567
4c 3h 3c,Ac4d,0.517,69.84,43.6404,113.606
4c 3h 3c,Ac5d,0.710,60.64,29.5095,88.4811
4c 3h 3c,Ac6d,0.551,54.98,18.3036,60.525
4c 3h 3c,Ac7d,0.857,55.63,18.4863,60.4144
4c 3h 3c,Ac8d,0.886,56.23,19.149,61.9224
4c 3h 3c,Ac9d,0.796,57.91,20.7897,65.2727
4c 3h 3c,AcTd,0.706,59.70,22.8655,69.6401
4c 3h 3c,AcJd,0.315,61.58,25.5689,75.4977
4c 3h 3c,AcQd,0.434,63.60,29.0162,82.9545
4c 3h 3c,Ac4h,0.517,69.88,43.8268,114.037
4c 3h 3c,Ac5h,0.710,60.75,29.7336,88.9829
4c 3h 3c,Ac6h,0.551,55.13,18.5046,61.0323
4c 3h 3c,Ac7h,0.857,55.78,18.7639,61.1617
4c 3h 3c,Ac8h,0.886,56.37,19.4361,62.6857
4c 3h 3c,Ac9h,0.796,58.06,21.1011,66.0804
4c 3h 3c,AcTh,0.706,59.85,23.2035,70.4907
4c 3h 3c,AcJh,0.315,61.73,25.9642,76.4692
4c 3h 3c,AcQh,0.434,63.63,29.1026,83.154
4c 3h 3c,Ac3s,0.192,93.75,131.781,255.567
4c 3h 3c,Ac4s,0.517,69.84,43.6404,113.606
4c 3h 3c,Ac5s,0.710,60.64,29.5095,88.4812
4c 3h 3c,Ac6s,0.551,54.98,18.3036,60.525
4c 3h 3c,Ac7s,0.857,55.63,18.4863,60.4143
4c 3h 3c,Ac8s,0.886,56.23,19.149,61.9223
4c 3h 3c,Ac9s,0.796,57.91,20.7897,65.2727
4c 3h 3c,AcTs,0.706,59.70,22.8655,69.6401
4c 3h 3c,AcJs,0.315,61.58,25.5689,75.4978
4c 3h 3c,AcQs,0.434,63.60,29.0162,82.9545
4c 3h 3c,2d2c,1.000,51.22,21.5815,76.6147
4c 3h 3c,3d2d,0.205,92.33,127.127,250.339
4c 3h 3c,4d2d,0.477,61.01,27.3323,81.452
4c 3h 3c,4d3d,0.841,98.01,178.44,331.022
4c 3h 3c,5d5c,0.991,66.65,39.6496,108.166
4c 3h 3c,5d2d,0.706,40.67,26.0357,116.38
4c 3h 3c,5d3d,0.834,92.44,125.576,246.996
4c 3h 3c,5d4d,0.745,62.61,30.3764,88.2078
4c 3h 3c,6d6c,0.930,67.40,41.3061,111.428
4c 3h 3c,6d3d,0.709,92.09,124.377,245.557
4c 3h 3c,6d4d,0.789,62.48,29.987,87.2623
4c 3h 3c,6d5d,0.740,43.32,31.4454,131.991
4c 3h 3c,7d6c,0.123,34.25,19.3129,102.515
4c 3h 3c,7d7c,0.826,68.42,44.1333,117.282
4c 3h 3c,7d3d,0.057,91.48,124.181,246.799
4c 3h 3c,7d4d,0.792,61.98,29.1218,85.4313
4c 3h 3c,7d5d,0.736,32.50,16.4777,92.1952
4c 3h 3c,7d6d,0.672,31.69,15.585,89.4245
4c 3h 3c,7d6h,0.123,31.75,15.8047,90.5023
4c 3h 3c,7d6s,0.123,31.65,15.5744,89.4654
4c 3h 3c,8d7c,0.283,23.14,5.70172,44.795
4c 3h 3c,8d8c,0.763,69.74,47.5287,123.905
4c 3h 3c,8d4d,0.075,61.89,30.0088,88.1605
4c 3h 3c,8d5d,0.744,22.05,5.14886,42.4495
4c 3h 3c,8d6d,0.746,21.25,4.84377,41.4361
4c 3h 3c,8d7d,0.680,20.23,4.39798,39.5359
4c 3h 3c,8d7h,0.283,20.26,4.51819,40.5406
4c 3h 3c,8d7s,0.283,20.17,4.38986,39.5793
4c 3h 3c,9d8c,0.259,22.85,4.74452,37.7546
4c 3h 3c,9d9c,0.351,72.45,55.7925,140.008
4c 3h 3c,9d5d,0.211,22.72,4.8213,38.5832
4c 3h 3c,9d6d,0.709,21.91,4.46894,37.0817
4c 3h 3c,9d7d,0.709,20.90,4.05484,35.2801
4c 3h 3c,9d8d,0.558,19.81,3.54728,32.5526
4c 3h 3c,9d8h,0.259,19.88,3.65751,33.4472
4c 3h 3c,9d8s,0.259,19.78,3.54843,32.6228
4c 3h 3c,Td8c,0.357,25.07,4.91208,35.627
4c 3h 3c,Td9c,0.809,26.02,4.56621,31.9023
4c 3h 3c,Td2d,0.114,22.21,4.05462,33.1878
4c 3h 3c,Td3d,0.161,90.81,121.873,244.017
4c 3h 3c,Td4d,0.238,62.72,31.6179,91.6639
4c 3h 3c,Td5d,0.262,24.69,4.94805,36.4412
4c 3h 3c,Td6d,0.622,23.93,4.61632,35.0801
4c 3h 3c,Td7d,0.594,22.95,4.208,33.3365
4c 3h 3c,Td8d,0.483,22.03,3.71287,30.6452
4c 3h 3c,Td9d,0.262,22.87,3.4308,27.2773
4c 3h 3c,Td8h,0.357,22.13,3.828,31.455
4c 3h 3c,Td9h,0.809,22.98,3.49594,27.6585
4c 3h 3c,Td8s,0.357,22.01,3.71349,30.6701
4c 3h 3c,Td9s,0.809,22.87,3.42577,27.2374
4c 3h 3c,Jd8c,0.091,29.03,5.30661,33.2378
4c 3h 3c,Jd9c,0.827,29.94,4.78767,29.0782
4c 3h 3c,JdTc,0.760,31.54,5.27978,30.4353
4c 3h 3c,Jd2d,0.550,26.07,4.14649,28.9158
4c 3h 3c,Jd3d,0.530,90.81,120.6,241.46
4c 3h 3c,Jd4d,0.662,63.03,31.9169,92.0613
4c 3h 3c,Jd5d,0.792,28.48,5.0658,32.3459
4c 3h 3c,Jd6d,0.798,27.82,4.77169,31.1889
4c 3h 3c,Jd7d,0.620,26.95,4.3766,29.522
4c 3h 3c,Jd8d,0.609,26.07,3.90817,27.2614
4c 3h 3c,Jd9d,0.441,26.83,3.60502,24.4259
4c 3h 3c,JdTd,0.419,28.29,3.78704,24.336
4c 3h 3c,Jd8h,0.091,26.15,4.04994,28.1547
4c 3h 3c,Jd9h,0.827,26.95,3.6798,24.8212
4c 3h 3c,JdTh,0.760,28.42,3.87598,24.8003
4c 3h 3c,Jd8s,0.091,26.03,3.90975,27.3053
4c 3h 3c,Jd9s,0.827,26.83,3.60068,24.3965
4c 3h 3c,JdTs,0.760,28.29,3.78205,24.3039
4c 3h 3c,Qd9c,0.824,35.40,5.75342,29.5472
4c 3h 3c,QdTc,0.766,37.02,6.51513,31.9984
4c 3h 3c,QdJc,0.818,38.85,7.6023,35.5805
4c 3h 3c,Qd2d,0.834,31.38,4.42206,25.6237
4c 3h 3c,Qd3d,0.842,90.87,120.247,240.591
4c 3h 3c,Qd4d,0.813,63.55,33.006,94.4366
4c 3h 3c,Qd5d,0.814,33.60,5.37544,29.0852
4c 3h 3c,Qd6d,0.781,33.13,5.086,27.9134
4c 3h 3c,Qd7d,0.835,32.40,4.68437,26.2849
4c 3h 3c,Qd8d,0.699,31.62,4.22716,24.307
4c 3h 3c,Qd9d,0.495,32.39,3.98386,22.3607
4c 3h 3c,QdTd,0.461,33.86,4.28103,22.9858
4c 3h 3c,QdJd,0.496,35.54,4.7558,24.3326
4c 3h 3c,Qd9h,0.824,32.52,4.06113,22.7045
4c 3h 3c,QdTh,0.766,33.99,4.36965,23.3718
4c 3h 3c,QdJh,0.818,35.67,4.857,24.7555
4c 3h 3c,Qd9s,0.824,32.39,3.97787,22.3271
4c 3h 3c,QdTs,0.766,33.86,4.27558,22.9566
4c 3h 3c,QdJs,0.818,35.54,4.74758,24.2905
4c 3h 3c,Kd7c,0.067,42.29,8.74026,37.5756
4c 3h 3c,Kd8c,0.405,42.09,7.75583,33.5038
4c 3h 3c,Kd9c,0.810,43.40,8.0782,33.8454
4c 3h 3c,KdTc,0.674,45.10,9.58616,38.6493
4c 3h 3c,KdJc,0.712,46.97,11.4704,44.4033
4c 3h 3c,KdQc,0.486,48.88,14.4021,53.567
4c 3h 3c,Kd2d,0.802,38.38,5.21778,24.7188
4c 3h 3c,Kd3d,0.819,90.95,122.302,244.496
4c 3h 3c,Kd4d,0.846,64.16,34.1321,96.7198
4c 3h 3c,Kd5d,0.802,40.41,6.26285,28.177
4c 3h 3c,Kd6d,0.739,40.17,6.00153,27.1653
4c 3h 3c,Kd7d,0.762,39.63,5.66235,25.9775
4c 3h 3c,Kd8d,0.755,39.35,5.36657,24.7992
4c 3h 3c,Kd9d,0.592,40.54,5.55143,24.8982
4c 3h 3c,KdTd,0.547,42.09,6.45694,27.8899
4c 3h 3c,KdJd,0.535,43.82,7.82446,32.466
4c 3h 3c,KdQd,0.215,45.70,10.2908,40.9411
4c 3h 3c,Kd7h,0.067,39.74,5.82815,26.6619
4c 3h 3c,Kd8h,0.405,39.48,5.51365,25.3945
4c 3h 3c,Kd9h,0.810,40.68,5.6728,25.3569
4c 3h 3c,KdTh,0.674,42.23,6.61688,28.4867
4c 3h 3c,KdJh,0.712,43.96,7.99528,33.0654
4c 3h 3c,KdQh,0.486,45.75,10.2129,40.5834
4c 3h 3c,Kd7s,0.067,39.61,5.65804,25.9712
4c 3h 3c,Kd8s,0.405,39.34,5.36476,24.7942
4c 3h 3c,Kd9s,0.810,40.54,5.5483,24.8841
4c 3h 3c,KdTs,0.674,42.09,6.45257,27.8711
4c 3h 3c,KdJs,0.712,43.82,7.81821,32.4401
4c 3h 3c,KdQs,0.486,45.70,10.2673,40.8478
4c 3h 3c,Ad5c,0.710,59.20,24.9339,76.5839
4c 3h 3c,Ad6c,0.551,53.89,14.4727,48.8329
4c 3h 3c,Ad7c,0.857,54.56,14.7703,49.2226
4c 3h 3c,Ad8c,0.886,55.18,15.7445,51.8738
4c 3h 3c,Ad9c,0.796,56.98,17.5094,55.8752
4c 3h 3c,AdTc,0.706,58.91,20.0152,61.7725
4c 3h 3c,AdJc,0.315,60.93,23.2543,69.3975
4c 3h 3c,AdQc,0.434,62.94,26.9492,77.8519
4c 3h 3c,Ad2d,0.698,55.71,20.943,68.3564
4c 3h 3c,Ad3d,0.735,91.71,127.025,251.824
4c 3h 3c,Ad4d,0.638,66.32,35.3951,97.0435
4c 3h 3c,Ad5d,0.564,57.26,22.0239,69.9357
4c 3h 3c,Ad6d,0.686,51.48,11.3435,40.0637
4c 3h 3c,Ad7d,0.657,52.13,11.5915,40.4288
4c 3h 3c,Ad8d,0.722,52.71,12.5263,43.2086
4c 3h 3c,Ad9d,0.781,54.40,14.0776,47.0507
4c 3h 3c,AdTd,0.639,56.19,16.0218,51.8421
4c 3h 3c,AdJd,0.670,58.07,18.5351,58.0343
4c 3h 3c,Ad4h,0.517,66.35,35.5801,97.5016
4c 3h 3c,Ad5h,0.710,57.37,22.2266,70.4368
